success;error;priv;pub;curve;params;apdu;sws
1;0;278ef8c568eb422656a434d31cb01a2cd8aeb0f58028b03a9c620f1977723b9f;0438bcba59ff85e69cb4c13f3e0f356ab485c03c8dafdd73a6a35304a50b45adde91b6b59999ac90f988a00647f139ff3a1b89052a27a060a764ff827272e4048f;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;4a5b835ea9601688a671924705373ffa6ef0b9c91b7857376b25a939f5aaa62f;040b12c81079c735ab67b56e78bc33b9a22503b819fd7fbd0f630f575a98b9bb68897fae4cd5a17af4aeb4d3f0ffbf36f553374025ae2bb60fd36987ccc8d95951;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;84b0d0d03b7b7e60abc97cec52480d74b9c339b3e281f8637198757b17097469;04c6fb0c0f5d318c965813a9cf10833f9eaeaaebc343256960e0603c1d33c7c7fa5e92e4edbda8e838c4e43d1da5e2baf9db522c8dedf13e39d3ecd63a3c54daa5;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;ac0a622120158656a880c53a3096cb1d1d7476c5f272883e996bd09a20020ca5;043020f12159357cf4da973772161e4bc40e823fc6ee74d50723d2dbe3a1fe124f9e3cefcab80e595c5cbcf1c3e942691c06f15d1b20e830ce001590020117242f;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;7b813210ac7185f11767eefc76836ce40a2d32a1ef3d78b55752ac5fe1829a0e;04197f2f4aed785fc67ca33e45299fcc3b1364e76d0bb8215ec0a010a7096ab10c7de8a8273e84d04f13dbf15959f652addf856d25555c0e6b8885932881d6ac97;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;1c3c7b796ded9c64604c8bbf13d69d0a25ee18d3828523016dbffbda13c20901;043ef726c86c373eed9fc97a812ed61c26a8adeb84a633184c2eea84051fd6990685f97a370ba36bf62d0ca229750a3bd30be78688eaa81c9b23b6bcd28402063e;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;4fcc04ffbf0197c1cd89a04b32e38fb11fb62a0ab8b59016e739c89985c26d6b;0401dd9d3716868f110086af5f6f86944cc4ddbb56f98502ff67ab77606065cc3e53fc193c085afd9e94bcaa6db02126ae1f3d303971fc8a2e8ae766e2f98e765b;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;657474339af476d58d09923c1be657452feeff35af690907fbb5110098f21e49;041fff2ce9cc0febe1c51fa0df9d22c2fa1c71627bdcd7dfbfcb67235b79369c5450be2d90f404a647b0fed199d9e70f4fb503bac49eafc4f61f1a1fa69e3f0d74;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;14beed8c83e7b56321070bc6cf211c5565dfd1f758cb6a98788be1d6bea40676;0487661615f8e09a635178162afa5017aa7a26ebfe63fb203ed4dc389be123d2977665a8de62a0581732e2387be90c605e95dd6f7da5cac5e595c4fe50330b37d8;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;948522ea11fe188d98afcb35d9b6f1e4fcb811e538664d5fc5b47a510624b413;042df8a3ae9af814860a76db595cfe919f24fc6c1a4ee99ba59f705c0d2a5283f7083d35166ea3f55d1a225f54c322533806d46312a52c2899deea7aa93fb45d73;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
