index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;300133;544061;4851cc60d67f4e6188154b9d7669c609;04e1ad26ac7cd3550735853e60e125fef9ca0a0859ff95579623674c9823fa70f06a77ed05c53dbbb4bd550fc5ca20774fd211630217b0bca00d15b7e964045319;7b9c7246407c8c1dab5e98908777523523ff9b3cd51552efa1dcc46cfb95bb96;3045022032ea403930378dda8e45a88cca2dd4212afe4f72c554632b06d702ff520b0891022100b94805c4e7d1bd3ffb3c2d1ef432f87b7d876cb55ee5c8351bad17ab43567faa;11f272218bb78ac01bcc7d714626b1243d76c65b5faa16c87fdb43ee63f14866;1
1;289794;530796;91c3c0453d077517c06f0d47d29c5a6d;04ca31fc887625258dcab1f7e5a4fcdbc2040fae2b7350dda4d0c13c13faf8878a8e3fe7da4b00cd1d15343fb1cdf0430f324ca46811b779e9930281e340cf2f4c;773f455abd6c6446609e6deffdda87a6ac8acf63ca0b5647a77038a7146753e2;30450220093beb30ba3afdd965c7108831c22450e64e7f9bfc221fa08b2a5b0d9a658806022100bd5b89004639075fb10c022adcde8d6acc4cec0c5839ebfdd46ffdd239196765;00dccdc98c4a7fe86406e5119c6c1e48d45d43faf23c9346549b75f7c9b1f77615;1
2;277992;509426;4747fbf1091db3832543f26fb895cc6b;04a488c6c83cc4835ae7307ff65fa4339150fee9bfcecdc0ff826c617f2604b9c1d0b9fd5e253f20d893431d7903f4eab7c9459f44eeaf26f35b747fea5d2758ff;00e7b4bfa4406cec5d7776007aa3f84fb92737e905e67ca49db0223a2028567db2;3045022036c33de936edd75cd4ee2fe787056a72ef07a7be2e79e529dd6a000299870929022100a69baca91d260c90df8a0fc104bb1ea96692e3674565e452abd316e5d1845777;74d6d83961630825ff9e5a601d214bdee4e4f5ad0f583e6e1f174cf26417fa74;1
3;312927;539101;012a48e067d7812c7dc8deb18821692a;047687fa61d851db714554f64af5c4051ec2469525e16de54622b45558044f0538c63d59489318f7e8401e77e5d005b18ee375711454c1c98c628299ad20ad19e3;00e4338136992f6186ff0cb77c46af8459e973b095bf99e26b4b11b57e4664d237;304502202453fa0ed96f2d1a1bf78ae0b624b8a166d39555859921294532e6e575333ef2022100c0fe3e972fc18a10042062ac7bf42db56644fa21afffa92e40036596ebc7f382;00b02ba57987a8e0862d2359f67027e40f36f7df7da8c49c08ef58a38b936899f4;1
4;298700;513132;aa0bd6fb132189baf3ee3524cc11df56;04c0f28c4e8ae738eae2b39d23dd7e7a8d43443ec522c42ba9da8e97d33e5196456147d33bff8200ffe094f8fb77dac13e33534c53d67a24384a6e204b824437f8;0087f48376343f9e5d86218fe0f39274c9c6a3b29a45f99e0845203353ff7a290d;30450221008e9f943632bec78e5d49bee4b1b09e96d32cce220d99e703449250e7dd58b6580220629df4c7c1cce8d48d510ae9b06a34fec946549143926bcbde8b1977756700d3;46cb0ff98c7453f6b9eb2b5423aff82a1c6afc179f2e98d261fcfe67c80156ff;1
5;294854;510447;4e72e745fefcdad48f138d6c91940892;040c75c2badc428a3e4c362714721f7ab3d1c6738352a3e0d241a72b87dc92d9f79a6b3154cfe543475042b7b6fbdf1e437001cc0de4f030ba572c8be6450fdc2c;149ac285e87654740e5d96296dbb0fbd2a924dd064bc7b3faf06803fd0fa6617;304602210083dc54c83147c51641177393a6496ccd4d2b2fb8b1a65e330111bc554351759a0221009c1c8d65c47179562e6985eaf93394cd916ba8281ee0ebacc0cf3124110e2eeb;0086aa639a50670c0706673b397e1218de47aa53b3e35d5d70bec79d5713728a9f;1
6;269095;522791;655871b317a2f5eebd5720a41df95c65;043d8de7fb362fbd707f48fa701e0a03d5244af0bed638b57631a3bcc012166ef0caccdebf747ebaf8f3d4b0e852aadbc0ecb43251b65e54b41991505c9b092f61;24978a61f8b896b8e49c7b9f4430387827fe15bed0dfefe389d4aa13cf86d44b;3044022007d4e30c6ed39e913c5f10a2f71b31efc3235a7b86138ca3116f190d9c372b530220435c0679e4e0f39799372cbe4f185307e35362b61e50edc08b8ab26d8b3c6133;26cfa1e696e32926069e24026fad198c8ccb44a26b76840d665d3581ff4821e0;1
7;273744;506810;2b5c3186645cdba83ebaa70a1027c20f;04d7dceaaa8ad95352da10dfca2ce514b2b5aef0206cf7b7523409b377ac6c86e1498d5fe465ee6d8e5fccc9589e3553b27736a7c364f16acc9de0b0e162cdc946;00980d8194953108e2614bb465b817bdb217da53519d7ef55f9da8f95707f32729;3044022063bd04208e83ff32016844010642bb561969d093ed0eca615f8e840de8b90d110220735cf58b2e04b04e545b9b59fced92aa699bdf0bfff771fd4b01e70a7b46384d;25198f148e1bc29dc64a1f983dca54966866a06920610417ea19b32b8fa7f2c4;1
8;328146;513443;589af74ea2ffbaa3618d8eb9cf65708b;04861dc031225947c71d011da173b73ff16b1990c5431cb310deed168c093703e10e86046b058f417682cbb828b6e1f57b5b41505506f2d1b9b268ee9fa5352193;00bd5863398a6c3c7434ad470c569359b71816b3c5c10a3fdd9063f80d96c1c859;3046022100c82453bb807fa42e4719da02e6179eb1277d7ffc5fcd88fc9577dff9c2bdc1e9022100e0a8d1f0eb4035cceb5d1ec8673d84bfa4236c44f24e46be4f787c12e226954d;00a9409fb32781c0a64f7555eb02f2accb389acd4b2c4da11a32b65b8d596a7245;1
9;294102;511770;79171b05265d00684b10374777164ae5;04db5b71580d20dfcc4f549485ca58e8c80d88017c8db8b4eb67e8c84e4361fc7ca28f11b3ac6b00c4e444457d2034c9b32a9ea821854512e76c10cf0b158b63e1;2cac130d05706e44bcf085e38067f51e6d4269989b2c4e6b59eecf78545ab03d;3044022071e8482999a40ef80a82452b1ca62f3f2eed777b708e610abe141ec12ca8ac33022022d29c156f7b0cce1ccc91796baa72fc6f1c0460db7f2b4e5fad786e5c444642;00c5fde5034db528c372d30af2fef2a41458f93a3a0be1daaf9fd338390cb2feee;1
