success;error;signature;valid;data;nonce;priv;pub;curve;params;apdu;sws
1;0;3044022001f085b5361e462ada1f17dcbd9e8b1ec144354ca9bcdd22b32bd8fe98f630f702201d34d8a4aff8bb668bfb76c113450ed91a35ce4888940528dfa1130b58d195fc;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x72ec36a2fe6538caa94fa996af9a0c7b2ff264e3e4f7b4355c2cf7c5af7159bf;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;3044022001f085b5361e462ada1f17dcbd9e8b1ec144354ca9bcdd22b32bd8fe98f630f702201d34d8a4aff8bb668bfb76c113450ed91a35ce4888940528dfa1130b58d195fc;900000463044022001f085b5361e462ada1f17dcbd9e8b1ec144354ca9bcdd22b32bd8fe98f630f702201d34d8a4aff8bb668bfb76c113450ed91a35ce4888940528dfa1130b58d195fc;36864
1;0;304402204d3488cdadc7e6634f53fea92047262c1fa982d42da444886a293809284290730220350ffbe752bb072c5ace27452de3b6839d782cf1badf21ea139c6d397178172e;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x7d117501dd43cd3528a0d8cbd885fcdbc8927a810d5bd181762b159b06bdabcd;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;304402204d3488cdadc7e6634f53fea92047262c1fa982d42da444886a293809284290730220350ffbe752bb072c5ace27452de3b6839d782cf1badf21ea139c6d397178172e;90000046304402204d3488cdadc7e6634f53fea92047262c1fa982d42da444886a293809284290730220350ffbe752bb072c5ace27452de3b6839d782cf1badf21ea139c6d397178172e;36864
1;0;304402201f396627463c1d6ba67e9e123f30232309c479e4a200f7fd3f58a652710044fc02203ef7a1f29a17dacf4862af028d54bc57724ff4a5c6df84783733c535f565ecf0;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x220d7eb547254077b34654f019dcc08138a1683683c219588ffc3819419c6329;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;304402201f396627463c1d6ba67e9e123f30232309c479e4a200f7fd3f58a652710044fc02203ef7a1f29a17dacf4862af028d54bc57724ff4a5c6df84783733c535f565ecf0;90000046304402201f396627463c1d6ba67e9e123f30232309c479e4a200f7fd3f58a652710044fc02203ef7a1f29a17dacf4862af028d54bc57724ff4a5c6df84783733c535f565ecf0;36864
1;0;304402206bf5f8fa0b87b24aedf2a4ea872b4f241ec988e26167e7116e248cef3f8f1c6b022050e49eeae791a4133942a6e6953765af8eb084aa613a90c3b8bf5b244fe8f796;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x31065eda4a355ed50528ddc3c2acf7e755b9e32b12ae1f70ee0b0425fe01260d;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;304402206bf5f8fa0b87b24aedf2a4ea872b4f241ec988e26167e7116e248cef3f8f1c6b022050e49eeae791a4133942a6e6953765af8eb084aa613a90c3b8bf5b244fe8f796;90000046304402206bf5f8fa0b87b24aedf2a4ea872b4f241ec988e26167e7116e248cef3f8f1c6b022050e49eeae791a4133942a6e6953765af8eb084aa613a90c3b8bf5b244fe8f796;36864
1;0;3044022033b4a090b292b2e65ad6a65dac9563c031344abfa5c78ee06ba5f2a9c223ee1e02207974f6ab809eab49b7bf517a6cf2d9e1b43a1acbeba81fd03216892c8462bf85;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x4cce57a2c82498f7502ca35790f34efb6d9def590d1de3427f4554f33488773f;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;3044022033b4a090b292b2e65ad6a65dac9563c031344abfa5c78ee06ba5f2a9c223ee1e02207974f6ab809eab49b7bf517a6cf2d9e1b43a1acbeba81fd03216892c8462bf85;900000463044022033b4a090b292b2e65ad6a65dac9563c031344abfa5c78ee06ba5f2a9c223ee1e02207974f6ab809eab49b7bf517a6cf2d9e1b43a1acbeba81fd03216892c8462bf85;36864
1;0;3044022025a73c47d579c9ece498c60ba3dd7ff329ab23c93fe810bd705823873d64a16802201b6b2e50bef2cb140a058ec7ebd82cea5107f506c36930192468c478898b2e88;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0xefab000ac322161ed7e652bb3e51c7f83c167414d6e3a31b9d28d61e46e0cc6;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;3044022025a73c47d579c9ece498c60ba3dd7ff329ab23c93fe810bd705823873d64a16802201b6b2e50bef2cb140a058ec7ebd82cea5107f506c36930192468c478898b2e88;900000463044022025a73c47d579c9ece498c60ba3dd7ff329ab23c93fe810bd705823873d64a16802201b6b2e50bef2cb140a058ec7ebd82cea5107f506c36930192468c478898b2e88;36864
1;0;304402202d52b2d5bf480b48f6031ece951992addd7f98e3fbaa606f254c19b19cf66aee0220434fbfd9d2f72d334c7203530fc4248a590da2282f602996db43c4849abe296d;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x67bc3dc63a22bc53250a3e81e48fc23bdf2b31a9029df94533adaad0d3b8be6;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;304402202d52b2d5bf480b48f6031ece951992addd7f98e3fbaa606f254c19b19cf66aee0220434fbfd9d2f72d334c7203530fc4248a590da2282f602996db43c4849abe296d;90000046304402202d52b2d5bf480b48f6031ece951992addd7f98e3fbaa606f254c19b19cf66aee0220434fbfd9d2f72d334c7203530fc4248a590da2282f602996db43c4849abe296d;36864
1;0;30440220267eb53839076517058a41d6bff73c82f1cfbb033af7a78222d312c110aded35022001e9e45556f64bede33404dfc9d83b54c15b5c4e207b6a15f728e1e1b658622e;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x392780a71a3b34c2f5c495b376dc0706a63a910ebe6608779e750a62eec7b898;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;30440220267eb53839076517058a41d6bff73c82f1cfbb033af7a78222d312c110aded35022001e9e45556f64bede33404dfc9d83b54c15b5c4e207b6a15f728e1e1b658622e;9000004630440220267eb53839076517058a41d6bff73c82f1cfbb033af7a78222d312c110aded35022001e9e45556f64bede33404dfc9d83b54c15b5c4e207b6a15f728e1e1b658622e;36864
1;0;30440220614e0ab152606da2a8dc36e24a764550465f9dddf485b9b9de9ef705d4662f0202207c40b047678edc82b6f08c8f292adf182dc54e4a4606d15516c8b2403ecf58fe;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x141978db77cba078fc1a9bf5909b80b3ec9e03c8d441ad1e9900579367d53d7d;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;30440220614e0ab152606da2a8dc36e24a764550465f9dddf485b9b9de9ef705d4662f0202207c40b047678edc82b6f08c8f292adf182dc54e4a4606d15516c8b2403ecf58fe;9000004630440220614e0ab152606da2a8dc36e24a764550465f9dddf485b9b9de9ef705d4662f0202207c40b047678edc82b6f08c8f292adf182dc54e4a4606d15516c8b2403ecf58fe;36864
1;0;304402204718937158bbe065c47ea82f189495ed515c8d1720b6cb5cc61f50dadfcb708002200c81f6faee253d5cc4bb39a47a8c5441268f7d74b39f2e4a342a7d28ad3b13e3;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x8f4f46e37e182139c205b2e574ae2fbdc511f68b3f9edf63ddd450a0bcdca64a;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0414322012bb3a8ea725e6a77ffc7f21278233a1690e4761c675a924f3f1200c911451aa22b30b4cbdca5e3e9977c01ddbcaa3b8758f0d1ea3e349a64ed914ffec;0x97eebcbcb6b3b369ec94a3dab9fd9f91b3f7cb23cecb7a078d75cbdc12f7562b,0x1f9da25afa52f3975ad6c951db2ce9f15a6606885bae6740e3c0e410a7d9b174,0x3c234ff047f20193616dc8fabd8f1c633b51b39d55bedf077e8f25f5b163682a,0x2bc4d7d3a211ec7a19f1bd5782fb412a512898b6580ca7740df1d8cd806054b7,0x0eecfd2b2d28cfbb62c4220a57803b9c33d1c589dee49934ba8fd7dc5179b37d,0x97eebcbcb6b3b369ec94a3dab9fd9f9029889476814785d7ac9cf8dc28fad19b,0x01;304402204718937158bbe065c47ea82f189495ed515c8d1720b6cb5cc61f50dadfcb708002200c81f6faee253d5cc4bb39a47a8c5441268f7d74b39f2e4a342a7d28ad3b13e3;90000046304402204718937158bbe065c47ea82f189495ed515c8d1720b6cb5cc61f50dadfcb708002200c81f6faee253d5cc4bb39a47a8c5441268f7d74b39f2e4a342a7d28ad3b13e3;36864
