index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;724069;2312057;b4efcd7e548a8bddeaf7fdd33062b7f9;04856cbf54338829308f7e7bae93833450dbdc0eab89fa4d029b4174bf1b53c7c5818512327fcaa2650b43441190dff932ca0ea615fa339d58daea3996bc84201f;1d585a5f5af699a73ba540d62543a7992da96a7217d3d0b262094d1cf0a8c2d0;304402200b8b4f59dec67abe508254b460ce31ea5f9a4ecc9e76cc69e8dc7eb2ad180a7702203a17014c70ed704a26d742ce5168aa00d31d9abbebefe118175874b9b622f1e9;08044c05f9e7806bb945150fe5312a3695f58c05d8f47977f63056ed3d233874;1
1;781436;2307348;777ed2fd671550cfde75be7358770bca;04a6b271583c72d02f117c5e6b246e5f018f1196d91d109a05151f7db01bab2942582d216322142142fffd617c32d69e3452e63ca392749302149edb8d721c4e7e;2e8eff2b4d2ed75f9ed1337e614e4a5d3f424133c7f776511f7efb7a51253188;304402203a53b56fb3bc2f178f69f8f4c6b5aa1577fb23fe73c3197c2c96fa918120ed52022038c94a23ccc7b0033492d455ae2fb34d7e6a532c0e4784f7844ee8bc0ebeb841;3114ba3b925053254afe149249a7f073b649b771df588987859635175a246cca;1
2;750007;2374815;bb14ffd0934e7b5a772b168d4f700e84;0402eba465a312087ca20929eb6e52cc7ef6257ffe04bf7a9603e9313fc1c8a232bc6e0d3a60716ed9a92ec15c4b67aa7e63401f961416485685944204bc73829f;09687a00edaa3dd7c2461b061e9361cdd04722b0a2c3e2ba6739f9ed77ebb2fc;304402200e8f8ee1083f17d18dd208f5bfae1cc21fb37f9e73397a84116065a8d641c22b02201719417294c93ef08adb8b6502411f76e9c1fb74409ab59b0fa71751172301a3;0ab0528b2ef5a009c071ea047bf5f81a12d122a0b84a32048aa2eef1b7b50e26;1
3;711905;2317979;05b20b02b7f6363cdc601d2e262bff86;04b2eb6ea001b133f9035721f5c9200a6f368b16fa60b75a46848f5254da36adf0233a30d993e1b0bbd410fc2df58d742a6bcc2d301607ed5fa194cbd68e64f4d9;01c33eb810044fbd8738e791631b8d08561d763721cf5513ce7af07ae7f438e0;3044022009e5ff5317df714d89e8e8811f125d4a83e646301303984669bb5b05ef99ecd6022004dc1f234fe61e23989e6fbe6cfee4ebe2aeaf36523b7848e0723198f7ea6286;1147d8ff991e287d7ae98aafbea57b7b2d6acb387077ee8238908bb80792c070;1
4;717045;2393009;4855f74f5a89fd260440888eb3e3031d;0412c42c7676fe4f4c67f8f4431434734fd737c1aeeb63f56378fba998a49e7aa288bf33689502813ac426bb76b3f7ffc5d5efda905dcb7d6d4a4b633c0d4c62f6;161e75cd2ad60d48a7a5a07ce955e377b5fe24ab69276d56c2e21e35e3a3c94f;30440220356e5f4ea02865d123b01f8080fdd65c6c62e05f9a2f333e966ace3a8420889d022014f161804c94bedae2d20eb2eb9534c53d7047a8f56aef5088032e44721a6bc7;381e6ecb06b5b26479006727e94159a0e09d6d05462ca5bdac47797266618fec;1
5;707927;2282842;173aa984abb936db3afd88ff55646a79;04ac5886a96cb429561155bd49063eb61a9cfd1329c4dcba4d5df645e6444f457bb635c43e70ac543de43822c026e06897e55cd3e7b5114388653f8b05edbe0685;12b4eab49f247180b2a5c9f4d3a33dce0d23c6094bf0d12c2b447701ef8d162c;30440220252d89fab46c3ba07dc458f0bc80c814ed498d940938358d312b6eb5f8ca553b0220072ee80c449d22b1bea98c3412b107c793bd0525e744a58c2c1308589b33c12f;33295891b4ca0f86769cd5379ebfba2fd9fbd48950953d7200a77fb4abeb0fbf;1
6;728617;2246814;05f3195303a1c8c7e913ceebb62737b3;041fd4d61f60a5a80f8ac966a26f4faaf0201adf5058fc1455f58b337b8738ddc47b01cf9c3e9f6859e0b50bcbeea809f6e1758a52cf14d689f43f8de00eaf2f65;0efe018190de1040b89da564b89522cea7216bfbd66edaa7480f40e9db40373c;304402201da9a2753436c4072a82d3e8ebda4b1cc5fafe4ce966c7ccc3928e53eaf3e013022037bfd640e9775638fbde6fb674628bf3c5f9c81bc8291814658931fb0b0643a4;2b3d8d66c506835da43e1100e8591dd37ee4de5443b62efd472bda241a5c5a39;1
7;676489;2298531;a887fa9aa8b7992c19d076cc48fa591e;047718d2a9bdd70ac8d681a45b9071075e62b80a3d2ad830559b9e2cbd68146a159167b2653133b8be3463a0923f6d351ca8bb2298acc0f0049a7aa5ce007e78c0;138687a7d3db539f44355c9a0ac354e19e55428522891b4d3d3888a5a64bcb37;3044022024d4c81cad013b30f1999b744de57d66c8f5aee7bcf945f913ec9e6d49a494760220080cc79c2b1154d3936881d9d672332567fd32f344ffc57f819af75f5da11c16;3bf135797f96311ca62249a04e1a689d6fee5884d6e24b29ddcb833daad1e201;1
8;688732;2307388;e97b31f9423f688778baea628d511a6e;044e198c1876518339f2292cb668032d7d1c528246cf4dbec71e902c260eea3edd2ecaf30e56707272a00b7b7a4e7d4d73974b2f78f596754195efa19fc548bfad;3df005105672ae9465730946646a9058f049deed1cd4d7c7dbbb0730da58d7d3;304402201d7cc21a7fb46e24277b96d417719bee28288760216ef2135a8a766e0c462b2f02203fdc175dd3603c1d77049a4dd338008011178e8ca8c79d756540faa3dc204d6e;009756b20edad440bb18ebda1d4d0196448bb1b3ed355df1b81eb1ef7fad6fef;1
9;690435;2341232;8754e2e00ee13e97a49211667cdc40b3;04775ce6d253dca6bfa7baba3d14fe0bb8b985721515b8951c8ddc48b9895a469ea15e745a2b6e188ee90ee05dd26e2bc732db108370362aaff32dca94ac8667c1;202b360823b4e19f64b6b77d0e37b073a547d9899f80d2801e46eb08617043aa;304402203a188e359f0ac22ef8d5d8098e2f862b557676ea3b5a06b15de1d020519d548b02200d2e055d410294178c558fdf0333f6df07f1669db4cdbaedaca39773bc1505bf;25832a23676a271574dcd891656b30851de965aec368b79d7f3f2ca0cd1f08c3;1
