index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;4261615;10394466;05bd1191105ffa6081c0a8328d30e9c8;044213ef23c40d53a419f4987a3d0f36d18690d4cb77467633258d29df31bd284986f5252ccc4585567fd9644bf764626955be899a65d9873ab2bf3614eb61cb48;08a4c9e8eab2faa4e4f12527aa8af732c6a2348ca6785959e037173c817e2fb9;3044022025092ce845f2bd2e0cf20f8f579c91edd129adce2c8ec8d4e951ffc63ef8ee870220055374bf5ce6da0c22d1f59d575bde4e593d87c6d8fd5de0c374f6c4cb744eb4;1e2111a47cddbd77db99e19003c5dcd7e18159692fd7de194f25fdb17f863579;1
1;7096447;12820010;6ea2825e19460f8543545d16c516d14c;045c5f9af0a325ad917d5a27282e99038fe400a710b99276b1e1fe4733cd004890be98e44be018e866d4adadc6e703c8e503a5daf3185115b2cffeaecebe3447f9;2cd688d52837a0123be2eefd98e231081412d27be5218441f6e9a295970256b6;304402201aba643bb050dc7a8ddf8eb63b314afad8558122ba43f9283e4ae56a0bca488002201e43df636a29bfc80900a3efda399124ce58044f37146ef551d70d7412f22775;2ca510925d51d60c00bb2d08d6a7c3f3723aebe03567a227a1fa0e67ea303b32;1
2;4025429;6827287;d9764a986de243d5922133821e12b8b8;0410561ebe90d5a77d0efabc02ac5be0262c29443f6b228e8542a7ae1f49fb8ff57f646842f2b8c5912d42bbd200bf9f1930488c623877883e63817a4280b3200a;0513668cc587cb0be15f88b4d594c8daf5c27729bdf7e099b90cb05ffbded959;304402203a92f23b7554d5ed64588f521ec2f6a418cf0b172e5fdd18c94842c48df2586d022015323e71449ac1719aed669ebe984836b6b150702f3234861d679d56aeaee4ce;3f76132ae5b5d85f3b6f7dcab5ce6cc82244ce0d72ba5af531f5dd5ab3fdbc58;1
3;3528918;6565363;9c279a91b447eb88b2b9a8e4dfa09330;04b2ed1f324fe45d3328362fef10141b8ac421c2d422cea3260b8a6d2bbad891582d9de1a101111cc86f1dbbbba6b682080a875ada6cf3838f2ed1bebb17b7cf16;127ed722c034771e78845c427db69d9e11e2960aa347f7339f6a064723f91694;304402202fb992cad4404fa56bea91ea4a8633331a576e8e7b8aa9a72e824cd5d56a9066022019f4682a0b8cfa35dcee473ca76c53b18015b1f6ac06d47d9f0d3b2b3bf94004;059e332bbebae241ce8f8dd4f692ebd3738ad7d80677cfef5e4a11e5191ef497;1
4;3344353;12040224;31949eceae0e570dd63b757950954ded;04006e37361adfab8c09cc877fd2dc1dd6a55ae9d62666dd402d8361696a62755162a45ab7aa83e3952a790e6cfc61bb6e8cdcc833daefe37d08550c552ff075c7;302137b661300ecd0bb84607d7ca690fa81e390a3af3bf0eacadf707355cb6cc;304402202fb5daa26dfb4e385044a3cc7f262e032dffab81ffe2cf9885064d8420c0a445022034fb282963d9432c8d4e79227c36240ee093eecaf96cf8c63d07131a25446d96;25ff24cb471cb0316af5631acd2c9ebc3b80a094b00877dca427434fa9d089d5;1
5;1691161;4279151;5ed27321cbfaeca1526541815a6984bb;04280192197bfc65326632db8d7578c53e9ea204aadeb87ab90457f88c4593e26932e9bca5bd1fbf4ca258e93ae4cd9a0cddd72a7362922730abbdbb49022d245c;373476dbb2ae4c6cc2e1a1fb39a9fc606be3a835a3dad0c490a9e65e29fd5963;30440220158b581aa304a363e31e1d2eb86b4367425072f23c8e7d8aaabc40dbdf998e810220094b160408c9b6ea23b870af8af631437ef4452078415e5ba70e218e647fa18e;0b6bd546805de9aad57f7785095bdea0e215faeee74ca63adc45d54da337ecf0;1
6;1458158;3929767;8e2ef8423ad07ec431bf4a3e262f4e05;043b89d1d3bf83778e93e60005db9e87459e4ddb7f788b80908e2511e012319f737f12c9f4a7c01256bda6be71fdeafdc4bb8a208ac4b4b1e36a4fe617d72e2e95;031054a587b7cf3a16eccd34a97b42c1184f0d9c80c9500d81a768d298d08782;304402200da3d444ec9ad4c6a126bfaab877855ead65045eb3762224257cb564213fa204022007d0dd0f62bb3083ec87dad8acd55c0269aa9e37f12898e3477f5e28086fba42;07b960bc2a659e2c9646b73a6c4c1a0553afab0a9ded2ba6587516c77c770a11;1
7;1361372;3957857;99c2003304608ae3d9db37003cf5d62f;04505a2f8b3bef5a8cc57606b45d2d2334ad25f6416b11c9a245bce03fc2e62b883907ff3a58e4130780f6abece5c985f95e55c18e7a75c198d7dc1be300e23e44;01b8cecdda948af8e7ca40437a6b56ced7762def81d34e58246364d57bad3b53;30440220172ddefb5131bd411824f11700fb46002916cbb7fd9e095c134458f23b4f0edc02204057fd4e994b934a7bf005803f002dcf12038b10b42a2f65ab613936d4e26bb7;10a89e72dcf8f2c1bdbe650199609cd1a7e127e1030d565ae9bdbb1524f8cf7e;1
8;1402737;3941378;27b1b8ed7efd6a3fd66d867a4bf45abc;04a5a7e57332bb5dd4543b17fe071424b337e7ac84f8db9dd99b76fc0c35b0c679105e6ba38ef42b8b4d0f752fac528d920038e76c9336625b6429f976bf1d9619;25c3357ef8f220b1355c49fd483a3babfbfa5e4208f0189367781762ea05666c;304402200a732da06aba50d032e21e44e90ce36c7af4a096d8556433bdfec1dba818015b022023d2980a726f4293495b7a38a48dc7241fcf084de3a40e7a2fac73b030dc786f;3a6cb5cc2028c08ce2771dfb7af953cee4db8ad6cf4df38773c5c813f8521751;1
9;1341887;3939003;3853f45cb739c8f28df51fd865f22d91;046e6759c91aa2ba4c884796121db5f9bba29046072505b10aab08ffb8d114d320189c3b31f0783cca1e47d828021de1f0e38e2c87a4df009888780790d3999ab3;022abaae5f534879413ddc128f41d0f642b169777bbc7e623a6a33f133c2ac6a;3044022041122634a5a602f58aa92f646aa3bf524ee05597fbb9c8da3e23782a21be1c7602203e6a067288d979d60a7204124122cf799bf9d1052f97e4a54abc51a8f025cad0;0144cb44bdab36739aefd844a22fd09a1148b7c641cc5ab07e2d9c3db4455ef7;1
