index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;294032;542348;fa23cbb04dfffc867bb7239a6d5d99b9;042ac422e97ebe6b2f9b5e8ba94d0c89b66bef2c5e2818604ce53cca1635ee89fa853f5c6335821fd8da410bc8a63649269d526c17cd6d60407a05ccf4ac2fba73;1b5658d79d2ac408aa0606f433b96f8782cf2a02c35ceec351bb056799418485;304402200bcfc64260f897361cab696f39af7e01bde92f829979f4db90af72a61075869002200bd7e0ad28b1be483d05c34fb2947db4f000c1dc086ae72878b3d9959bb25fac;0be1f48e1edf14d4c5c1ce2302954376fcc24fb44964694b333dd64f763a5810;1
1;320842;707407;e770dfaf3b0bcb4078d307f26f1bf9dc;044fae978179da9212633c4a15d756bb53a261cac3031fb7c5f9f754e7c84afc818a8e29454a10530f6b3ebbd4018c4dc25aef09ff36f3ce585be36135e5319a65;0e0b5fbd5dfbac2ba13bbf7e8ede1fb7cc41e36d560f2171db563ee3a283cbe6;30440220077a0c929813c651302df7056eafdd87f1ec75ba6de3968225468f50f3e420fa0220323324cbf6b8c0cb2b08331dac5405465f1e670afd2b9492c5b60b9c5eb541e4;1788ff733cc7144e239a105a4c8d264dca60628470350afd9933f6a57d683bae;1
2;308919;541806;779f6985c0f27c2990c55d23fbee6a01;0474508e48c3977a339696ee037fba7a014da13cc8c907df9743ec2a18c2ced5f136be6ed2a64443167b315d7bfbf73db6a0a0739a11b3fd3ddd09780992f8cc06;1d6afc086cb344c82e62d7a84f7024cdc2296be634ee2f88f7637db0c184c321;3044022037f96e65bed0a294794c10f3783fbd0cdbc9da75593e4567392debf1a8da1c8d02200ed778f79289185d361e56227316177c689f2b3b3ba53e2095baaa9e16297424;15f72ba66f37583fdb54d75e0e4f91eff3fc3ad61ac2f96566edebd67c533374;1
3;308889;543689;7027327f39db1c4a7b8e878b2a7943ee;0479b6d2ff59098717fd8f41019b38792ba91b53b68b49b3c638e23f080e10fddd1fd452893ce36d7ab2ae904fd77f551ce11b3917dc96f3382dad9dda2afa5ef2;0d20be0b4c3f4b411a97d90ad8adba5f009279d79b726c502b2ed54c365f9136;30440220257709a2a3c2bd1351d551e95ca96232a5041554f1ece7404c73d5b9446cea0b022008c011c39027745973db342086fe43d9b3d0eb0a55f34fb9658c701e52111e3e;3dc09985626e48ea23575459774376d97672223d99c10c9520c2123a83dfad43;1
4;296957;505839;f5d3e4f3cc5f0db783975cc8b61d7510;0438b53742d1b98fcea74664f2e271b8e7f7ef1e0d559085b63576d9066a8645146f78754925b5e6c87077f78923c2afcb7c3652b659f9b13c6b574567385710d7;1e53966e382e3650b392671c121c1b1c9d8a5facb5ec3b4b47b6a474c74f39ff;3044022003ef62015c16ab3579702cff9c5e321ba3e07f695a92e3351eb23c08608e6f7a022034f37660b718d690528bd8ecef68ef4479836f47d6871d4579263abaa6ed6d68;0aa6d2fff1dbae159b34fd3789ac46a88a4295c4327e9093bc15f829911312ef;1
5;293350;520337;983535fc681b71be444f81011194d563;0410a7cb8d19230c0684f09642e8afddbcd3193d56004a2caa2068c8dccd5e2e046e4932065a3822468a5840927e8b34bc26a8b2006010e7e8fe978e629a35038c;0a5a766d90c19a477b9bcbb219b59940000d155c5154137ed8087cb0ebe61e1e;304402202e571d15b043d771e565a6c2917240c01923b2ab501eec5e9b11d7579cf4ebef02201271708f0b6fb5549a127a2e15e5b1bc8d18b43f89bab700cbe09cc9f92002bc;159d8bf1148446b5be997789b2ea43e25d30779186f64404e0fe15a611c01c01;1
6;289032;523101;ff8b4aa8c6bf61579c477725a4f44fcd;04a25fd9703f342df39b4e884de282c376733fd2d9fb8a183f68bfa733f0e7cc58b393a2532cbe5cd59ce7be55e1722a8988e61510fec9e7e7f1cd2a196141b608;16914372e6be5ee7b6bafa1cebc41a895400590c61da8e92ee20442afeab8bca;3044022034222fb0eba5ce4d9455050a49507d0142f4d5b49f8b7b783ead045b53079385022039d134044045fbba5603b9e229a09786535ef82afa5bbe4a975e27d983325b0b;1c95d8c04f703e75450044812668f9590a69fb8665713d6b05abaf191986a482;1
7;290615;522069;dcd7741c05ef311bdc099b0681a2ec5c;0449f1be711be3553ee68c28d1a171531f6452fcd263b49c5bac376025e793a27d249e2a4fe6310c04be86c659f139cfabc8f04ba8ab3c3dc85823180c60d8b65a;3bdce737a8bd67de0406f30646d3067bc781b127b86373c2b7b4a638006c9867;3044022033e150cfdba2fff8d4e6e8f6c9bceff33d10f7952349d791cf03ef68f82e2006022014fa19b6b5431cb2cf9e04a026c21a77e9834ae949554c9014ace6efd8086c10;1593d7341ec2c555b46d7b4196a5675070e59259009307c8c3a5bbf2687f602e;1
8;283552;513533;04ac041c02baf17217950427213f8529;0454991bc1dfef03cd6fb9e21a7d7c49e509b52f02f928f19792d37e9184639d5363fa601efbcf4fb49d002cd9831cca458ff2cb49ef1a6afeb74da16fe41b1b8a;092a5cc088c54b3a300c39c4e2b4d13aef9fc7e92dfb7c3eb9578f399d2bae2d;304402203aa36ff798c9ec8158aaebf2137cce633eee16646211e294ee50582e5ce37b7902200d0f5ca8d31a94de9250218866beb0da7a1df36964210dcccb59a6b310eb73f5;36a8ea041aa3b690f384ecd5ca11f1e9716e6dc43cbbdae52f6ac1652aed2151;1
9;274735;500789;b82f6f8eb8c9aa892df4192b71f6a7cf;0422041ad5185260f8c3766e4b9bacff7bb98397c437b5439fda8c27936812abc511219bc125cae6cc74bbebe40a238765ff4a41f629cd3b05b9199eafd1f429f3;31846c962e56b96ca0330d55b6faffd68a32973c023ef049862554775c1194a9;304402203b3c699c85232c777b273643955fb6d02b0123e48f45efd51e4c70141b8c984902200132dfaa150e5780931572131891d1d4ede885fdf046f5f108786c9a68de93db;1d72c870b030d20af793ca5da551a91d697e10e8ea015597c96e1a7983f40edd;1
