index;time[nano];pubW;privS;secret[ECDH]
0;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;5249fd9e8c37eb0cc23f5f9ce82b6cd085e7133d09709294ee7c460514c72900;0
1;1758862;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;012b0f5a7bbed5448c2c322a709dc7049707c6ec2641fe186664b951d9eb8829;97dafa7775ed3b6c826a7fed8340fff78fc9a32a06c76cbc24266c444ea8d4d4
2;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;00e38d3c9c34a8e3fdd3d41b3502dbdfa5f22d4697a0e46cb407a4bb18be104a54;0
3;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;2267c0ab7a0e4ce5c3bdfbc6d9f4c1227cece2f7a6720bdadc010465bc6ec4b8;0
4;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;408f7dcdff4ca159304eef31a0c148d323700005d0a5e5d6a9f48f1f91e2f436;0
5;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;00b098e3d93194efce7ea37979fc082ea4b998c34e87dc047706021b252c303af9;0
6;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;6dd82dbaacd0efa3f1f941d6a7f1b2b1594d4fe19eff0bf9d0de62e0da38f2cb;0
7;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;3281c2c002c27c0a2fb9a82b968addc051c6e5d8038c8825e9fcad89cef64bcd;0
8;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;78dd8e420ef64bc89b12dbfef621756c98d02b74580f52976d667a4ed1d77776;0
9;1783368;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;2402d01a50311b83fe87912e423308bddbea5663c4da2acdccb5375ca566b35c;6ed64f35b4da88c35037dde678df81ea75b2cf38ce11d1ec705d1afedd610cc4
10;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;0093e65b345a7cc81a722e483c9848dbd9d34a9d3fccc244586674b7aa7db46344;0
11;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;7af1ed25799f367ed1cbe461853c79ddf165d31c0377535ec376efd72b7010e9;0
12;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;009157bed4cfad6d239611e4372c1601bb17e6ab09a464cdcc11812d0d6734f916;0
13;1816390;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;499854cdd752ebe8b9f84076886343819dfc2c6b03a990f602c8abea36aa4fbd;9809fe27684d6d9f04095fb320c2c4fbbfe1dec1d39a495f217cbd8b4889542b
14;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;1980185021492ca3813468431ad629da6d8dec04c8f352a77a71e53f79c906ab;0
15;0;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;4e8ab6f19a38e287cfb708eed20a8a77be58591fe6ae405a1c457188575c1ce7;0
16;1785492;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;1bd4851a80a80b5b4603f40353f538ffdf1b4cdd306e670e34458b3467c189ad;1f361fc00711e98bb4fdc4b2e96a08088c02ecf392056d5abd24971587210051
17;1793998;04a583ce09b9dcfbcb33fc564f83c577ef1fa94e125cd437343d3a82be97a3ec2528631e0c27dce808cc08aa94bf4c317ebb0f4b4227a5b4ff86fddd76c93b12b8;494615d1dff85fad584d90e057a2f99251eb026c4610bc933203908a353e29ca;10f77534f2ad9aae10a89d53b58a809223ab4b73a961d400a7eb8a260dd38656
