success;error;priv;pub;curve;params;apdu;sws
1;0;0x89ab55872fe9f94340cbf3efb0ca053d69037051ea915490a81740be2dc54894;049ed07805e57de9a297a1a4f6472c01b0c27a8c3baba9d73c5ae25bd5193b7b89bb66a461c1ae41a16bfa22d7ce1d6aa805150d98261618b52a39f44f2d315aa9;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x90efa4f3085314ec1d91304cefc1347bd3ae3e5ec56bc0a11c6e1d4f65f34254;043129a22a185788cb0275884220505d2e47ba5c8aec12ce9ab3b777b3ccc293ad1d7e347588649af7bd018f11cab4498672919ae898ea252c6268ca950741d54b;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x42d3c95dc193be0c87da323874165d211d294acc514129e3fe3d816c382455bd;046b27285ff75477a4415a6f87b77054a1927448403e54e20bfefe75bfb8096dc19c683c52b70af7cc5bc90ef8a515e89c548d8576bc7e5359006b29c0f64bcfc9;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x31b5b07c3e04fdf97637132ae7977bcd206afc15054efcc1e23e68f391b8b38;046a4905e5b8bdbaddea685b421a60e90a4dabfa0d2a7aeeb85d3c7a64a407a9f0852629099e4e406b1082234737e03abfbafc07cbb9ef6db5fd5654148e74e3bb;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x796acfc1855f5504f4b4be06c2e092d5a4b2b6c38d9cb43565db3c8162a34cd;04480d2784e9049b3e823ebb11beff42c93bdd544b09354240281166f850fad16f6b20d1ac6682f9cfa40191b5de601cf9bf249549bebc735cfcf2565d1ffb753b;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x323ed8386f50931870954c99213fe8e16373b7ae155fcc1bed228e1b638c0144;04064c299666bd4be9a20186c479d3e4ae7c9dde6739a80156005e8cf9a7d47437594c987324bc9e90336dd87d9be3a675bb631dc34379b21c543051d0a1117446;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x4e3974cfc2a872350581338e3b183481f5375d6f2b8d63a845045200f77e051a;046d3c7651ae6154ab489132034fb06f7424222a1b9077c90c1d74bfcee69762390ad797af49714f58b09e7fe33f27fea7c4d23f2838913c2fb0925eaa1d945835;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x2cb3241a022fb3f9f6ec06b9523077813136b3eff3d30e935f38c661ed40e345;0489ee3f18de51a1a04b2c8ae5bcc4af54a6b757ac0ed60bf1147493225e2a7c8f575a36ffea56f3cbec21d11e18f3603b144ad0c81da6c9e843dcf170f85db164;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0x631e4ddaa75c55e1f7a70dfee162e770208067e6a7d07431eed0ad14b3e86035;04a7553961fc13b05eec822a63e0f592ad0693faf747a070d083028aec9e59a3e63ab3ed471d5d136a286be3eab9ce80fc192ad46fa41363fb37443f12236df578;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
1;0;0xa6de18bcdea5555be858a14d790a9bd0674b34af30d1070c038f19bbeac99f32;042bbbc5f3ec7ad1849f66f276a05138c5f97bac3a00b5c75521f9eecbe30359af4f68c803ab59553c614db9330e14470ec8bba672d4bebd9507fc953be80ae02f;0xcf3156fa4a589a7c01f100536f27d363f817251168988209d081a4b8158e9c25,0x916110b7c89792f4f74828688a9749e2699b255807f19c41b75fdcb4dc74e6aa,0x44b5d2b09e3145c8d998048351a322b789560c883f819f15e24fd912712d4ad1,0x98a63825ef487429e28625f24a9a09619087c64fa55de21818cb78557be21806,0x9c095eb6ae101b980e50548db2b2fb7038b10e1fd2eac9a4b1e97929a773ee25,0xcf3156fa4a589a7c01f100536f27d364d8ec4dcf7a81828a04a716217c9ebe79,0x01;;9000;36864
