success;error;signature;valid;data;nonce;priv;pub;curve;params;apdu;sws
1;0;3044022033087c18e5690ea185222b15cdf18b377491169c906a01ed890c1843ffaf4a90022020da7ac8a7b9750694cd7c4cd20866f9084766071a18b50c7b8cd0c85ccaee31;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x7055770751d67ab9540826bf405eeb73ea783a50a132a9d5709dc251d0a47aa5;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;3044022033087c18e5690ea185222b15cdf18b377491169c906a01ed890c1843ffaf4a90022020da7ac8a7b9750694cd7c4cd20866f9084766071a18b50c7b8cd0c85ccaee31;900000463044022033087c18e5690ea185222b15cdf18b377491169c906a01ed890c1843ffaf4a90022020da7ac8a7b9750694cd7c4cd20866f9084766071a18b50c7b8cd0c85ccaee31;36864
1;0;304502210082aa1058ff987c30b1e4fccba13b3706ce71cc8c32c9e9d168f1ca5dbb0d748102201f8c12bc60be9e5ab4a54ee606207f46525bad0e0c5c3fcd3d9cd4e2946efed4;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x8845a42ad9eb1c0da4031d776b4ed7d57efe8d750810693e45cbd0fdcadec446;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;304502210082aa1058ff987c30b1e4fccba13b3706ce71cc8c32c9e9d168f1ca5dbb0d748102201f8c12bc60be9e5ab4a54ee606207f46525bad0e0c5c3fcd3d9cd4e2946efed4;90000047304502210082aa1058ff987c30b1e4fccba13b3706ce71cc8c32c9e9d168f1ca5dbb0d748102201f8c12bc60be9e5ab4a54ee606207f46525bad0e0c5c3fcd3d9cd4e2946efed4;36864
1;0;3045022100c0e2523e5fe8a0de2e56f3f61e1cded868fc00c1167570e1aad73389a1439cf302207f7487e0faa3ed2b85e7df7bd1accb1c0f149f549985be6b7344475235c88966;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x238b3aafabf696732b36354ccee3188b8fcb7e145cab517e82ec40c5f2a59107;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;3045022100c0e2523e5fe8a0de2e56f3f61e1cded868fc00c1167570e1aad73389a1439cf302207f7487e0faa3ed2b85e7df7bd1accb1c0f149f549985be6b7344475235c88966;900000473045022100c0e2523e5fe8a0de2e56f3f61e1cded868fc00c1167570e1aad73389a1439cf302207f7487e0faa3ed2b85e7df7bd1accb1c0f149f549985be6b7344475235c88966;36864
1;0;3044022044647848c3cafb98bfa0d3f5f8957c0abcceb1be6ba0ce9ff460cf4159d1bd6302206ff2a8242266953a766fc1c51dcdd82ac752a3351052e7eef785ada54c46fbfa;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x8c1d2759d50f2a426b0aa5031745fdd53d6b51edb2a36f46fdce792dad295fd1;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;3044022044647848c3cafb98bfa0d3f5f8957c0abcceb1be6ba0ce9ff460cf4159d1bd6302206ff2a8242266953a766fc1c51dcdd82ac752a3351052e7eef785ada54c46fbfa;900000463044022044647848c3cafb98bfa0d3f5f8957c0abcceb1be6ba0ce9ff460cf4159d1bd6302206ff2a8242266953a766fc1c51dcdd82ac752a3351052e7eef785ada54c46fbfa;36864
1;0;304502202c10e297558d83968e1749e4ccbe9a725b63057c77c78bb7a2555ba0c80cca36022100913944a843629220d0a126bb2aa073da6e7fa7dc36d8a4eb208d08169ebc9382;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x4bc6af1478f2192f4315072c0a07145cef24e7f85e32a0a1ebf81e681f917d71;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;304502202c10e297558d83968e1749e4ccbe9a725b63057c77c78bb7a2555ba0c80cca36022100913944a843629220d0a126bb2aa073da6e7fa7dc36d8a4eb208d08169ebc9382;90000047304502202c10e297558d83968e1749e4ccbe9a725b63057c77c78bb7a2555ba0c80cca36022100913944a843629220d0a126bb2aa073da6e7fa7dc36d8a4eb208d08169ebc9382;36864
1;0;304502203de8871715f1e2fc3cdaa6970ded054625a4cb02b9dad95bff26b09a408fdcb4022100b695d8fbba0185f9e67ac68f83c174a0a1d4a99ba3a62d8d0c50a181f881ebaf;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x5482e8737c3de946f686beda9c0c2fb941dbe8ebb305d4486c47879f94cfa615;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;304502203de8871715f1e2fc3cdaa6970ded054625a4cb02b9dad95bff26b09a408fdcb4022100b695d8fbba0185f9e67ac68f83c174a0a1d4a99ba3a62d8d0c50a181f881ebaf;90000047304502203de8871715f1e2fc3cdaa6970ded054625a4cb02b9dad95bff26b09a408fdcb4022100b695d8fbba0185f9e67ac68f83c174a0a1d4a99ba3a62d8d0c50a181f881ebaf;36864
1;0;3046022100b47f81e2e0462d9519abd3f7b45179baba17f927c1972b7f23b08ced52e0adf70221008d1b2af09b42c3396e221f0ff705ae1e0ee072e012de0ce6b349a48a1335e6b7;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x2a63ef924cdc1e06d0ed1f3757055df27f4d25166e25a648adaecadb5a185b04;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;3046022100b47f81e2e0462d9519abd3f7b45179baba17f927c1972b7f23b08ced52e0adf70221008d1b2af09b42c3396e221f0ff705ae1e0ee072e012de0ce6b349a48a1335e6b7;900000483046022100b47f81e2e0462d9519abd3f7b45179baba17f927c1972b7f23b08ced52e0adf70221008d1b2af09b42c3396e221f0ff705ae1e0ee072e012de0ce6b349a48a1335e6b7;36864
1;0;30450221008b925df47c860926ffb32c371a7afd301f0ad5522b5284746fcde774ff49570f02205279b44c8305167cf019eb2fb4bd6c8f504445d14bcf5ce2aeb387a5be61f495;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0xcafdbdd71da7cb1631d0002d47701cac389cc22bdd58d47b8e057a7c3f904349;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;30450221008b925df47c860926ffb32c371a7afd301f0ad5522b5284746fcde774ff49570f02205279b44c8305167cf019eb2fb4bd6c8f504445d14bcf5ce2aeb387a5be61f495;9000004730450221008b925df47c860926ffb32c371a7afd301f0ad5522b5284746fcde774ff49570f02205279b44c8305167cf019eb2fb4bd6c8f504445d14bcf5ce2aeb387a5be61f495;36864
1;0;3044022011ea1135d8112d8f4741ffba92aac8aad8ce9413a394f35b839b1d3e582a07bd02200d828aa35efa0014332f74b1d948e2ee7cb35201a666932588c93391c432fcd4;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x8fdbea5376eef781e25d567d341ff1336f641bf0dd4ed01f568f7610c33aaa93;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;3044022011ea1135d8112d8f4741ffba92aac8aad8ce9413a394f35b839b1d3e582a07bd02200d828aa35efa0014332f74b1d948e2ee7cb35201a666932588c93391c432fcd4;900000463044022011ea1135d8112d8f4741ffba92aac8aad8ce9413a394f35b839b1d3e582a07bd02200d828aa35efa0014332f74b1d948e2ee7cb35201a666932588c93391c432fcd4;36864
1;0;304502210097594cb280d3e9a85079a232c95d026769d3e88f2ba127edd9c3ad4a91d2cb2b022031bddcebc1e623363768cb2360af71dc21adff824a4135a75fef8fdda6b84ddb;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x1e248b04858a3cf5de7f0b9a38c733a9444374a0653c3a7e274b2530f4baeb6d;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;040a153a8eb1f5fa0cf1f546cef33b5049f2856d79973d752d31c825a72d83717f52dab4081fb774f3410cec4733c57c2c331d12cd7fa8ccb763ebb6101f181b3d;0xcfa98dbe4544905b19fd8dcdea57469a480747915fca1cb993640d0fe22e9bd5,0x0ab0da88885a6f947dd18f216df88eec0caf0e71cdc8b322e6b1661e8790250c,0x9f1e65756c15e5cf007578043423fa19728f2b54e2e0851aeb465766c478c3c5,0x3868a143a2d4e4af7cd7bb52029a35f227ada8a3ddd4a134a9049d368f8ca73f,0xc57e8a442d7a629c689b8bd686824793d546977bd5832939f47abff565726388,0xcfa98dbe4544905b19fd8dcdea57469bcf7a6d6b655a84ef4aa38d57bca4dc33,0x01;304502210097594cb280d3e9a85079a232c95d026769d3e88f2ba127edd9c3ad4a91d2cb2b022031bddcebc1e623363768cb2360af71dc21adff824a4135a75fef8fdda6b84ddb;90000047304502210097594cb280d3e9a85079a232c95d026769d3e88f2ba127edd9c3ad4a91d2cb2b022031bddcebc1e623363768cb2360af71dc21adff824a4135a75fef8fdda6b84ddb;36864
