index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;4478656;4374630;aec6a4ae2b7879a63c7925ed237e029a;0469168688ae84cea1979e40ca9d98af7f916907a9735c1d9da85766bcd68e97ae956b100f927de511f2bab21ae0929203474c1bf0834d231540a035f5cd359dd2;00f590d9dc30d6a1cde54e0133ab42af07d80a095617d939c7e4009486502b0fb3;304502210096cbaafb66651e4aa2ca4e736f786fbe6a28da0bdf2403eecf04dda1f25893e302206d98215a5bd8647993f0008faf6991731921e1c36d7908fa4e619c5ec0ddffa6;00f37548421cb4678b9d68f62df1896759dad39c4fbdb69c546bfd5b27139ef826;0
1;1040388;1876400;766d699b81886687f9f3b84955f2cb13;04bef08c10d8face0890445679531f5bfe82f6a65bffbb6c1e5b964e80f76c2513d95372637258882c6e6a22ebd82c5a7088000b56f6bfbadb49651dcfcd55c63e;00f2abf4ee30bb517c6c28da1e07aba786ecb371ce66bc3ee03b61e5e495eafb27;3045022100a2d4d15f4725f4259bd1b5f234a0ac3c78635c7e482917b07dd9a32fa5ee18be0220351f9054337e0510542136d3696de329172c6d4ba0b8d93f6bb0f7c93de6b9ba;009490b53cf912996ad2d31f527bcc1159ab24eb0b3e554aa8f5a45d28445a97dc;0
2;1058586;1328737;1794f0f73e1459247f44cd9f4f88bea7;048cc24145f9bfee1eb4ed18aca796c2379c2c6bc7856bc6da3acffd4e3a07c63b87cfb249fc476ed0da6f7de6bedecb8d3c1c829867c094de4072f939eb7844d6;39c257f98798f8a147dec7d8833ff6f2d85dbc66ad322d08137ab2ba12c7e5d6;3045022065fec7fac01bf6fd7fd7726497c30fbe94fdbd7cfee76ea223ed5fb2ab26cc9f022100fafe57dbbbc093ff6778ef3d18a6c2f81d7432a70ee47ae384153e1c865b2b8b;227935d697f3e2b5b59f93e4d773f7aa4e60496a683161247ff8b936ba83819a;0
3;882837;1254459;c96d04964d230a869bbe9fe678e148a1;04dea551541c0543e3619cd2e89fe4ed41418c22c10cc1ce4d738f3631860d9dd053452bc2340da6f49881a954b5e13e14b33a893e9fbfee137678fddaad72fff8;00a020fd598320c6b6ce39d1d9b2305e6f231eafd3adfee1bd3b0d03946b110434;3045022100c84b975a8fbf87288982c7aca882eea175fce0b852e01340481e4aa9ffcfaa1802207a14b9ee320b1a1d975e18cab1848d1839220c3b0de6fd40f0299948955a4c42;376f32d88f26b93d2e9210bcb20619c5bd5edf49621355ef11b3d9587dca8760;0
4;628432;1180141;17fb6d655a42f1d224087c930a4998d5;0423b7f5eb2b1e53ca63ca41a99de7f97a833cf410da0025d7b4d9596f14c1abd473c0b69cf6d4c6e4800b67f329da31894ca9f58fc5c8412267453c737004d146;00afa46886883c130a6bca69dc796b6fdf3fb8cb73d276b8a5ab86c682de56bdf4;30450221009e846377346bab8f5e9d6e63eea981a629153556933fd7bf44e508dfb98fe6ea0220078c8fca0c33b8dc2eec124ab500f5fa61a85f2c54ea2edec77ff0c0de1b40bc;3fdc98a3e26e301edeaae48d2b28d24ac6dc14c7815550970f614100cc052637;0
5;695969;1047810;f013d5b42be094862f10d9ee32cbba2e;04572dc29c18d89b9bed3ef820219f8b633190b79ecbc64923f031475ff19f63e5c6b8b756d8f2b2d8dc056c3103624e65413f9c7c321c0c738ac43a47e721455b;009695780b70494e0662cc99556348a4a43ba580b2a2809af7ba7eb71fa689dfc6;304502202a5dc9009b5eb9bec5466a14f82da6a9e2344dd9f2c00dc159b1834d94ffd0ff022100f46329ea09f90416871c23e8557003b75f4b3e82899827ed87529c68dfb7e6c5;693fcc948e2a06784bcbc1ed45c76be5c6dddd14270b89e46c64370e675f6aaf;0
6;842041;1293551;45474d732b0e0644d0e0188682500f0f;041cfe71204765bf4b3794a4077f173256ff60b6f61aa4e53423e081794c408e5265450916baa22d293b3d44da0395827814d21388ee56e9f50bd96308ec711a27;00da42293af4d78d4c3ea7a371496644f85715d2e10afed1cf4b5d1d8cb5626e02;3046022100beaa6f6cb0ba9907b277786cdbdc22eb66741b8b947b3775c01ace8fa03ad8f8022100c95f0816b20b4546b53f0c14531f36a686b713208971aa255a0b3d021a53766a;00f741e6a46b9bb805e444f1a03cbd6f082533f81ff297e5f0c286c7b9afdcc703;0
7;467244;816501;e759cc189987b8523b6ea03ae1deea79;04cfc160c0f59eb50e6a91a8798261eb8492035fbe767ded43a9ca83c003d8336b7e471ebeda12318a833d6040ae009ae1a56e93916aca6228a53bfe790141edc7;2337cea527315f96e9fe673e3646da910e992521d367b4cf4a6c58f9de4868b6;304502210090660d5611bda53a3ff8da86e69c65ecd6c341cf5d27a76d85ce6cccc3d1011c02200bc96028117d825d8709422f8c022fec2d266a3d92fe93135de1051402600e7d;1125c413273fb966b1fc07a9769b537f01899fa318ded6c150f25ce82ec92ac8;0
8;515091;1151384;3d0694dbcd27a08c0885bf2dedd4c8bb;045e05b46160f6631f4730cb926626481b1e2a251707143217c6faf25e3b88a5067925e50970671698af7985c221db9796d1049a82698b8d104a39a0b219369cf1;00b686f5a1676e005695c4cb046ab742505320baec28247c8ccf180f9ab35365b9;3046022100fbdb2977a219ecfa789fe95e9474f3e6898a97f9d1b5707358dad2485375791b022100ee071aa31acab2df2094edc8c751eabbdaf3aaf9ca3045fe479e5eef20eb912b;29338d2394385615e1a34cb46580e118af651165dce952865a6ec40e1a471840;0
9;634310;998471;aa790c7349c21a4242a235ea834f681d;0484e31a16ffc3bc48b89e3260a9061ea1588c05c70c3801999dcdcd667aa9800032fef1ff8341f735718759887bf38e7cbfa17ec95bc92702bdc1a06e6fcb4344;00bddf4b11cd9e553fbaa583ee03930978d30a21abe0901565e25252caf73e6741;304402203ec800503986d4f8f48377019967c7570cc6bdc192695b8482422b215bb906c60220732eafdd0e73e8ed030cacee7155d668126d71bb15e10a47030bb4f788981493;78e8f7a0e4ab1e9378db89d98588bfb39c2166e4d10fd13023255fc0edfc6691;0
