success;error;secret[SHA1];priv;pub;curve;params;apdu;sws
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
1;0;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0499e2dcacc6bb639bf8d8432cb2a41f0cbafe65287d26c550fc496c31d7644bb45439d1b7e07587770d5f22d6ab7741422e5c75d3189fcc117661d6a84dfc7a4e;0xae24dbff3d5d68f567ee8575948a8efcbf2157eeff1967dd44c527264124808b,0x5959a845aa2b9af433ca68f6e91a95c59c0502b058a7af70db0ef2b74df8cace,0x8c64237c04059f4fccb16945a7fe6a6539affe26c8367cf835b45ba4bdded96b,0x370fb23c8d2339fc80cf7c5a0749a780f520d9e5f2aae8a9c480fcd5946371f7,0x3d5062dff5242f6573758d57fe60385331a6533df11798ee07b827b3286321cc,0xae24dbff3d5d68f567ee8575948a8efb8b3e0a8142587d89d174610aeb2b5783,0x01;1c2bfbb3a2eac8f1eec94f728593a447ca60c547;900000141c2bfbb3a2eac8f1eec94f728593a447ca60c547;36864
