index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;3015417;8946971;42986ac44d5ef9409139b7007f9b5c84;043b71f3888af656afc9caab689a946a6a19fcb21aafa9c9fe6621082072914ffd25d8cb794cea2172559a78bf9537b4a07455465425db11eff2c5c0177b656840;496644bf127af6dbfb54b06e0d3e26c413b64215da84169ce34796b58895162e;30440220540d385cf35c5acad27247d896cd6ad6d1943ef9358a26dcbd0917ff8cbf32570220560348129790788ff03104479ba044ce94c481562bd5b672402c5f41c4a2b3e5;00895ba642cf398cd6d1bfff80df335df2d4750c80ed9ec309be961a56995081f3;1
1;6917369;10773142;762bfc7c70fe47ad23fde41dc52612bb;0440df3b9041027a071e9b1714130cd7b1d6f2c6ae1fe34d95d7811ef1a46a2c2a16f07b4001fc2dc1b1685fe1a4ffcf704ab29e839c53fd064a985bda36abb9cc;76b7f7f50114bd63febc2194e21521d9f1c0b17f3c77939231ca2eff0d8d52e6;304402207b15c9a3bf296df2581ed71929d9a0fbedbf3b20c1dbd515b3db9bcd37468682022055d7d501d97151273f6991b5366c9d95a8f7cb82edbc28a47fd4d201ec050194;3d3bb8b644758add624ad71fbf460ee399510a81892fe8ab025f9d12086f4f8b;1
2;3095089;7538437;25b327eb1c8bedc84635ee3607114791;04a5b0b1afc0471c6445c18214d82d40accab7b42a3b784b87e3317637ab77263052765a378e8062cf689d9becef76813d03b24020ee0533f584954bd060afd237;4e685cae72180a19c12ef4650b69bb1d8cc572d53a021a025e7a572eb59d7550;3045022031274af4479ab12d0566fa9bba461d782870ff63814102fa9c6c19f51b541f560221008b23121afa83036b87f19b823143f7728f7d64058c32017f1698c45068c0513e;56270e609a439560403c9cb44053cca8528041745112b0a4f6f1c174c8ab1ddc;1
3;2827558;7255305;d454fe2932224bbdd2f63f9aec144758;0406c70c8e1e3dedda99463d6f024bf87a6434ce135cdbcc8d714e3511086311dd546bd5590c220c21fb343bd9ca178be59b4eaef9f1c32f907f2b20a4c6bb5874;34aa98056704c6ba82e55c4b9820274a699db0856917cd81f370a59f8489cd6f;30440220549b75e5ae034c34c7ccd722e461697a8a1a4c13f62a6f2fb1ffef3b0a869e51022078dc190d8114d9f11d3aa4a39e34a12195d926122b4da8aeda89dc4a4cfc2692;07c91497cfe1d5034c896fff65393c78d7efc3ed635ced8684fab0b17fd20fec;1
4;3312876;6968066;568a74f8ae560bd394b6bcdc97f346ce;044146d03df65dbe8780bc301217e1fed859b50d5b18d42f540ef348be0d9b8b4aa70341525213152afe23fc451d7d868c2e1d16710ac6289e7a5139f122163a9e;2e5799edbbce01d036d56c2459886299e8c821e4b5fa6f8c1fe649cf72cd1126;3045022100a08e5044c9b5d0be071442ae5e885331978cb73b492664373dbec7af7d2eef6502200d307a762c5f6fac993154ab782e9806b443a18c0357a6dbdff3d948b7f3c677;1325bd74cf65693a84fea665652027e97bf5489b4813145df7e34b30e9ac8f96;1
5;4074181;7897484;567f5003f49dbfd8e348faf992aa6e28;0409f56a004c16c2b293e66e2c23ad9fd4d23fb47fdd84e438b229499e003a063069652e5831b10cf413749aea3dd2e67100fb1581c07987f39a63b42a5f7712d6;5a675038abbfba057cf100cf7a640086558bd4257da4252cc966e52d97161f8c;3044022051351cbdab8a1734ac1a02cf19172f78aa8ff05f0d798e8103e90dfe619cde0602206d1ab3b700359da232c6072d64edaa86e816d65b0be020ab301d71ad57d0198f;7c14b93a367fce2846c10fb4415e9b60354dd289ef0640d48f6ca3ddfab0f771;1
6;2338642;11010376;02154edcadc108e220656c4575075f28;041eac4980da763889aca7f9f52784e0d7715221f1f5112899aa937b8754c03e2635ed21ad7f05594a8bc4bc4c5383eda8d32f51368525822c508b614b97444de4;4944e243d046b7b6dc258d2bc8e02c48064d9fd93f36c27a6177f13fa211b903;3044022024acac78d904ed4b9e5ec52bd81e24cdcb4bf0829de08cc016092b26bfad831402207f86a3da1ac18742719675b1a4c1ad04a4f7bcd6f0bd72c47a14535012e27b24;0c49caf5d3d9ff71a7e80882b3bf8f92728ae3d63bff1f833ca94ef29557ad90;1
7;1592977;3875752;3ed8a1c3064d220600e087b9261db582;044d5f4efa1b85d711b27b88b6c794f940992e2958733c81c8972d60e6d455b0ac1a39ee6569e707935d2318d5b90a404f2945b4f0834372c5d8ef4401d3575eb8;00a04003eca2749d0c43a551f9c14e756d6774a9e176387872ccb886b88dc08f97;304402203412b799ffe519d303e8ca9607020d8140fa5fdde1b1fa2039f056d253fc5ea50220020e23b0f0a5891d2950485b15a9fdba5174ac2b9757f627053d724948d19afa;21002b4250029ef090cb7d4b9fb51a10f1d90ee8e6cd5399aaa5a90457171d85;1
8;1411519;3239606;6fb93f54d9a7ad4048e02a8d82520261;0459141c6f07070ad1f8a3fd052b32d82ff2b77555afd17284d650305183e493a14db18133d823bb577eb82df7ec900d2d8b321498f8e22712c9023cec4cba7dd4;0c22947bd939eea4f00c1509222cce021946557fb887e65484deea930ac655f3;3045022052358befd592e9f12569fc3ff9299ddfa0edcd66daf125312d9bb211e71683630221009d7761be073d7b7a15a98cb9d8dadecbfee6c934cbb46f25d6e4b6e1f39b03ea;2a286e85a8c913adbd0d90022cef211c4e28afc283846af2ddc1e06e9baa6ccd;1
9;1023788;2990589;39594f80de1bec2cbd45ae9e3c4708ac;044115ff1351b6040db57f877ae6c8b2acca3456bb56e58e4675646a8ef3f5e82d8a979bb28f31ddc0f8302e16bd69422449241588dc3989d4b0205ea772f39704;451917bd4553ec79382d4f689141cbe0f36f6a70e128949f41a0bceb0e6cbd48;30450221008e0fd35f7570de2417950f5243a322ccfcc20860ee1c0f7064ca48fc78337c870220395a4982d42b89d4f6f3b7c26befb759d68b5549de7d87bedcaeae667b767381;427c94457d6c064caf171a4ddbee59dfcdd2fadd7b5d86b9accacdbdececdf12;1
