index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;378400;669005;e383992eb5f2785b05d24fe424819366;042923dc309bba5a5a17a0a241a2e4bbf8e143c35854b0377bcf7d59d90a4e69134f5c585e058f84921cef1c32031048c3c0f8171ebf14491555d448b3f365c48b;1f024b823b746d22b0a6434949cb9c2a5030efa6a18ef0647985ec5f8c123d3e;304402200dacecc7a71a298356c8d185d4ed1373ee50238ffbf82d2e149a06297b332674022035ef5aa7e97300f1e54cddd2eddf2cf2caf236fe248ab14484ba6909b2f22636;24bf92d743128b84be1cb38f138eef3c3faa8dbbfe3f24765b7e4475363884f9;1
1;414377;788760;4fd72d231e5b50e40675b765e2a8169c;0487d1daad8d1ee1f5602c8da0df77d0ba4c1a5a06fa91723d7cb4f87ce546282a8cfa2369598a0b038828c4677e03168dda4bbe675be50640bae09d7750a78563;2b6990fdceddb7da668b69c32fcf692e87bad95a5e7ec844d158889f0920f713;3044022008eb707546c02ec8189b4b7f498cdf9bc3c2713fa20f0b8c0cf5c3f435dc4f1f022010dd40e5e2a1e0aeaeffae37885407d3df77ea24b0c46523cfc62278e9e7d530;574333a81ec8c6fa5268c145fcbfaac4d6da4970cabf99b203425c80860e8a4b;1
2;273272;520686;851262ae839c1a6c6ec174f14a5ea210;041c6d250218a45d8851e62a74d8afc80355a1486e6bf6b954d774b1d26bdbae85956c2c42a67d4015de9eb360805941d3c67c3550ba5b62ca70a3b7868a7b0799;5c5b94a59b25c4b7bf1be869ace6cb013abed5a7c533d4e1ab81e9d894dc7e8a;30440220761b74aecad9852faf4598630655ee54fb1ec6f9dabd736cb4260a768f461a8c02202182e56b5f5892e61ad028ed0683ec02ad0b84b08b593bf4d3ddc896b5891e4b;631d792d2352804efac108f0b391340a2696d0ef4d0cdda665d081c5c62f6658;1
3;389470;519805;da0571e82ab59618f4317aa9ffa78bc6;04581b64834ea5a983a9425089921ea8e6fb5b7131118c9bf4ba94d2acd6881778396bfe9bdcc63b3eeb6a7ac9c5c14a6c01c7ea614e0991d487f30dee49ecce99;0a447177bdde7fba4b5db0be7d7f0e09bdd8a6cba86d38afb173fdd910ca52a4;304402207802dd2311678868804d9b3ad56a3244eb729b864827207edf64c5836dfb5f7802201d1f4a9909a8e9ae326fd5a0036439ecae481b7eb31484f0b14b35c9193a133b;00a46685ce0582d83607dda92577624474ecfaed322189e8e2c858a166a75e5456;1
4;272351;535204;5f393c7a10b1e5c57a8a513199e99f3e;046bfaed944f34e3bf5a0afd1c01a8da24f7d23a87d13e34c0a4a27c9d7084b9af2bb6ee8d441ce67602ba3c4aa7a688f70407576b859af6923aa586d7c8d12169;40eedcc1e5ad53e028cf6541d50d47755dd4fb4b041de89ea0c2c06ce390ae57;3044022063fde082e811050ed36b3891721fa7530b9ab0df0ad917135b22092a6c5241eb022032731202853f6efd532c75b303015a801f5392aefa892ea90f73aadec3ebd8da;145b56eb8d3e15c59a2e64082537813f99880eadc10e46d3193e1756f3902a2d;1
5;304892;533261;ffefd49d8ed27c6865d15e2ea6eb2426;04a82fb155f164492b9f3902b125c5bd569ad5a5773fe7a5948fdc26d829ba590053f5b29115ff264a4c02349d8fb5ea943aea5a699254cd966843711fca6d5ff3;008c4351bb9cfc8de226f88c1bcde39cffe99f071ab1e45e00210368929620d10a;304502210080ea28660602e3f9b2658402ccf823bb55d3dcefc29be4dd5e96e0455d0c7fa6022038bc0a1a89fe26e64e6968c9a32991036ac5c58386d7bd716f169dfbcd1a5ab3;200c01900619ca8c46422fcf813891ff93945afc115c51ff98ab02bc0fc317c0;1
6;271499;525336;ba7941ebbf87b2186f3c665885d78356;0493589b75e9eb37d20d1077b1588aea1ce4fb7953595809ee7e33e2f6ff16557f859c5afe47a4801d6ba9d0f7e2052d3462ffae78d6004714937405f5b9d99fd3;0083d4bc7bdf521f45cbf137242e7b080cb428938c23dcdf4b239caf6304507388;3044022004095aa9cd7db79309cb67a6f23d88b2d904d500e557ce77f77d722e178380de0220321ff733472d87c3202348d8e5d5a8dcef0fece500acd6ed828d5f80fef7ff5c;77fe5d69c661bf45f8970d412636f8660a37d9d25e03519a4c63b9609c9200b9;1
7;260629;510147;6bddd16704e091f50f86e41dd74ad8c6;0459015cd0d7749cd6bd53d8c42b2e3703b46e1272f55e6dbc80e78408180f10a82447f6694a92494546b11dfa02b502ecdc3f988c38793458cbe41db2fc33be03;4fdc268683bdc44bef814a577e1c826f4cf40c8c7d2f6eb818856ee6a9b7bb5e;3044022033afe578ef6a2dc23631ab977345ae67819fd0e809bb338ee7ef14eb4b2de7d502203b447de79a556d304132502e349e230b502457ecd8751368b04b6068aa825d57;695d6b00e3ed2f116f5e67843640faf7fe6312b9b63485c623ff8dac211996d5;1
8;309791;503725;a4dd3125020b2a86d7acf4242ccdbe95;043ec73225cefe748c6cd07e7bc0ca378b9d7933a8d83390e49e0f9fb6b50cb6f54848235dcee97279d144d4221c0d53cf199fb1f1641cdb955da842895b7517f0;73281298b4e72f639ce1831540e23f9315e97bc98ff7e9f4f8ad304f400a9f4b;30450221009ea28969d3746c480959bca98302ff7f6286ad7ae4faeea5c71e85e763697b2602207c5da28d8b6d8adef211562706dd69c8006c288fa46c81b937022bb2726058de;009b8f34eb2ba9c6c0c7b0c287df6b292d8cad9301effcf7d5f7e5a9818b41137d;1
9;301605;511059;a3cff11e4883aea2cbd00c058073fa82;044b7b4c6ac329a53b5458b84dd884484e2f0aa42ed77355945c93079036c23871768c5152062dadb8f18cf59d92b5f55290dd11a010d919857f5eea9b26ff6e36;0a6babf062d0f995b0b59b04a57b2c140134d8ef79166c347248ccbc4812a3eb;3044022079ec7bcb80e2f269b29a42de6954a7f64b848f159c22eaa2d21a6db73af8b9db022048acdec32ceceec34499371f8eabd5fd3829a7e7de6244abd407246308889179;7e21199b4f7d8cb59a0300dbb5b6eb12e060e715690b4a685a9d90d1dd2639b5;1
