success;error;signature;valid;data;nonce;priv;pub;curve;params;apdu;sws
1;0;30450220547c8c5b602668b2d631fbb598485dbc79cda8e3b9abf456adc19989b973ec2f02210080ca410551968b8fb6498b2dc0d2af9686513538d81757786ba8ab6b5f481a59;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x78dba930369f973b823b36994abfec8f14382f111087a5138f0935b618d95334;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;30450220547c8c5b602668b2d631fbb598485dbc79cda8e3b9abf456adc19989b973ec2f02210080ca410551968b8fb6498b2dc0d2af9686513538d81757786ba8ab6b5f481a59;9000004730450220547c8c5b602668b2d631fbb598485dbc79cda8e3b9abf456adc19989b973ec2f02210080ca410551968b8fb6498b2dc0d2af9686513538d81757786ba8ab6b5f481a59;36864
1;0;304402202764b16bbc938d78ff9b1d0498d1f35a86c882fbd73f781bca12b39a1ef3847c02206339a525a3a5db92cb5ecbfa90572b899f6bfa2c61078984e8bf1b270773d53c;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x3e01321a49964df3f821a2bb2dece410112f326f5bf420c4590f8151be88ba2b;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304402202764b16bbc938d78ff9b1d0498d1f35a86c882fbd73f781bca12b39a1ef3847c02206339a525a3a5db92cb5ecbfa90572b899f6bfa2c61078984e8bf1b270773d53c;90000046304402202764b16bbc938d78ff9b1d0498d1f35a86c882fbd73f781bca12b39a1ef3847c02206339a525a3a5db92cb5ecbfa90572b899f6bfa2c61078984e8bf1b270773d53c;36864
1;0;3044022032317d12365c8b8f46ab577533959d3b6d6101ae28cc9fc9da4c67586ac17dfb022072e0920c1252e41cb4168e041c6a778c85e6d8c8bb87f8809309c0ff5d53fb1b;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x93404f9ec46b65271bff4a79c6046d92d4d377f411f1e1701c1a06876a3c81a1;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;3044022032317d12365c8b8f46ab577533959d3b6d6101ae28cc9fc9da4c67586ac17dfb022072e0920c1252e41cb4168e041c6a778c85e6d8c8bb87f8809309c0ff5d53fb1b;900000463044022032317d12365c8b8f46ab577533959d3b6d6101ae28cc9fc9da4c67586ac17dfb022072e0920c1252e41cb4168e041c6a778c85e6d8c8bb87f8809309c0ff5d53fb1b;36864
1;0;30440220147b899040375e7f38b0061b720aca9b8064e16b08ecd88f055c16f615412ff402204457c4f12e64516c11e6db152e927d44745934ded57769905c0984dd22b95d30;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x68fb385ae98dc3e95fc03ac14a896f66eca0489688df2ee49eb9403f5e936747;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;30440220147b899040375e7f38b0061b720aca9b8064e16b08ecd88f055c16f615412ff402204457c4f12e64516c11e6db152e927d44745934ded57769905c0984dd22b95d30;9000004630440220147b899040375e7f38b0061b720aca9b8064e16b08ecd88f055c16f615412ff402204457c4f12e64516c11e6db152e927d44745934ded57769905c0984dd22b95d30;36864
1;0;3045022100846d7a0a2d12cfd30c52557500c71ea32ae57064bbf0b883ba40195ae250fadd022016c222c9ae662ac2f3d502100500918748cf3ca5c8d3cf67d7d3a58ca4342f73;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x8ad03a0bda5ac829c31a74897880e7cbdfe67f767a2314998947629d7dd102cb;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;3045022100846d7a0a2d12cfd30c52557500c71ea32ae57064bbf0b883ba40195ae250fadd022016c222c9ae662ac2f3d502100500918748cf3ca5c8d3cf67d7d3a58ca4342f73;900000473045022100846d7a0a2d12cfd30c52557500c71ea32ae57064bbf0b883ba40195ae250fadd022016c222c9ae662ac2f3d502100500918748cf3ca5c8d3cf67d7d3a58ca4342f73;36864
1;0;304402205bfc2212219fa9b6bf1cb4172fc965bc1a4a425361e64ba20f222b7a2f3e17c80220717212f6aea6b565f72e119d550fd89372e33d9756e08ecbab4bfcf18342be4a;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x123bfe6f71b7da6117f7aa26d120337d6ff90f460867bd238c0931da6da52d6a;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304402205bfc2212219fa9b6bf1cb4172fc965bc1a4a425361e64ba20f222b7a2f3e17c80220717212f6aea6b565f72e119d550fd89372e33d9756e08ecbab4bfcf18342be4a;90000046304402205bfc2212219fa9b6bf1cb4172fc965bc1a4a425361e64ba20f222b7a2f3e17c80220717212f6aea6b565f72e119d550fd89372e33d9756e08ecbab4bfcf18342be4a;36864
1;0;304502210086960eabf368326b0d3ebd76d1bc36e263672de5f94932d1d10607d13e0999dc0220387c1fd58ea5401cbba2015580f2c1f19b4b674f77a4b13fcffd602a6fd7337b;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0xa29814f5ec10ce1630bbb971da3bbbc0a47a06f4175f13566547e1248f2a38a;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304502210086960eabf368326b0d3ebd76d1bc36e263672de5f94932d1d10607d13e0999dc0220387c1fd58ea5401cbba2015580f2c1f19b4b674f77a4b13fcffd602a6fd7337b;90000047304502210086960eabf368326b0d3ebd76d1bc36e263672de5f94932d1d10607d13e0999dc0220387c1fd58ea5401cbba2015580f2c1f19b4b674f77a4b13fcffd602a6fd7337b;36864
1;0;304402206350d5cdf0659ab0770123f20c03a57f61c334598e784ca09f596ef654fda5d50220643da281f2be72600e61163424eb2e7adb86eba701b980d40fa75c98f0e90575;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x6ec25726c5fc06ef4469cfbe8b8681c46bc0b25317230f4b385d74b5daeb0f5;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304402206350d5cdf0659ab0770123f20c03a57f61c334598e784ca09f596ef654fda5d50220643da281f2be72600e61163424eb2e7adb86eba701b980d40fa75c98f0e90575;90000046304402206350d5cdf0659ab0770123f20c03a57f61c334598e784ca09f596ef654fda5d50220643da281f2be72600e61163424eb2e7adb86eba701b980d40fa75c98f0e90575;36864
1;0;304502205553c9f323c2291e6204e3c66d4520d0b75a00cd5439aebc465bff75b0e73bb602210091bcda6235c7b804e27aab6f62cf63cfe06e9baa17c764ecb1a4012da45b53fe;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x574f5778845760f55c2f223aa21a93ab576dc923a8bfc9c2d2c4263e6855d1ef;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304502205553c9f323c2291e6204e3c66d4520d0b75a00cd5439aebc465bff75b0e73bb602210091bcda6235c7b804e27aab6f62cf63cfe06e9baa17c764ecb1a4012da45b53fe;90000047304502205553c9f323c2291e6204e3c66d4520d0b75a00cd5439aebc465bff75b0e73bb602210091bcda6235c7b804e27aab6f62cf63cfe06e9baa17c764ecb1a4012da45b53fe;36864
1;0;30440220544099805ec5cf34ca7089a0bf4a5646f221e7eb84f059fa07021d4f735b735e0220768da73ce1b7630fe2f347bb6737d7417ee5ff99a36d620636fb6ef072d3959d;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0xe4558ee370e55a09aa443032ccc546460f8b7ce3be6116cfdcbc830e1bced99;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;30440220544099805ec5cf34ca7089a0bf4a5646f221e7eb84f059fa07021d4f735b735e0220768da73ce1b7630fe2f347bb6737d7417ee5ff99a36d620636fb6ef072d3959d;9000004630440220544099805ec5cf34ca7089a0bf4a5646f221e7eb84f059fa07021d4f735b735e0220768da73ce1b7630fe2f347bb6737d7417ee5ff99a36d620636fb6ef072d3959d;36864
