index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;301545;501280;173c5316fe15dbf6fa8c784d31cf3aa1;0407874825a5c029e24012770f2616f9a9929baa6a2e27c5692b0b537cdeaa29ecc9547f72414061a8b5a95ec7b9d2fbbf8f2c034e78a3488be8ed0985fc00bc68;5f6564c0b1d911e9e58e08cced77a27dff193a20c54a23347f9745608dc7c7ce;30450221008142c8d1d346879340e7c0b4f35be7a18c6297bcba05ef7fd3074967f190966b02200cfa542367dbec3325587e9bc16f7acbbe4e30505b108b304bb9cab761e19f31;7dbd9c02f0203388b6ca211751752241ee9b1ea49a9893c560ce6287fb5a10ed;0
1;257563;507522;1b5a2c0fca940ef85fae367946c0761d;04192f0eea52b1b7e16463a4eee0faf4351688e51c5935c59f3d9991223457ecb7cafdd7bca83e9e6426436f7c267a1f18ae528b09ae9d439cfb2bc2b08cdba75a;417f2a2e82c3f2fb9d765727dfe206a3813a267b950898a47870a61ec1636086;30440220147a7fa66e22d3a8982ea55dcc32a0f3a13440279a815a1d0515a661eafd197c022008fbf393bcb82133dcb8f99517bd6dfcc7ca5c9f33b9986296be1f4f590c0fa5;46249c5d0f3f41b1f6551e0962b7d0806c274b5b45c925a74a23abe0b0faf992;0
2;260128;473328;dc0d7e4791b41c8c439703da5f603525;04f93baa84f6191efa420695accdc7b48dd326cc414d31364af69320690581e1118f93445bcb60e6ddf0358cef980267b5383f7d97620860ac6872468a494a81dc;449e2e74d5fdef621f7023379f910577505d11f388d1658877734b1b51fc0a42;3045022043c552037825e2dfb7b559409f70a1f9c207eea90c5c4a312ffc1a425bc4930802210090b688ce359670af0bfc0af47df2b19c6e9da7ede35b84d7c27b8adab6b73bfb;31a5dccd3e7a30e15c3ff8f0c9f84e2ad30e62d024a17446071df3949df33570;0
3;255009;505728;37716f4a221199c42bc213f449cc4dda;04082b613280bdacd41e9d5a06a9239ca55c3ce46538f5b75c458b702d7cd4c79ccfd96c0ffa29155c022bf36d847aa687f8bfc5c3d32915ec253785b0c95b5023;00bced0696d5a2944ffb23e1fa1fb5c60c1bd2c3c448d4baed01b8ced061d37234;304502203e489121a7b9a9262dba1cee6e703e9cceee7eba5f3c5f7180397902f55d8799022100d8483365507cf2c283ec033379c8255eb99b5052947fab5cc875bd64597806bd;00b84f0ca8019ae274ce79d002f7215d27eba6dea00999d91e8711e96aade116ef;0
4;272140;460724;3efb9abbca77e9959820f4b7a9eac349;0436d9aefd85a72a27d90703bf970fa55e538d80d75cfbe226957a367cbc654f90a9058d57a5a82f5d3c0fff0715de51576ec3e8863639db70765e049329482ec6;42acfa50f8ee5525af9db17b87e19e2ff94e4a258281d8077aec756513a1bd15;3046022100e240817f37353e7c148621c150c8db6375cb1e65e47a0bf14cc036f05deec10a02210087dd71ffbf8b9a795c8ed301a76bff79139c69a8c48783b20042ebf97577e47b;1c958111084445a0c9ce66b6f393abdf59f189056d9ffb71ebe85c8e5a0bc7b9;0
5;257784;472336;ea1a76ecac1f640721b20a80c0daeb70;042027bf79215eb53a095f8f91b332808297eb11ee4768d4ee9056b04cadf7a26db3061696cac94924c7064966266df37b1ce92447085a4fc6bfe3bd8fc3472ac4;00f41423585ef7ff5b5471404b0711aa39b68edc8e2aee988ac09d716a6721d4ff;3046022100b58f0c59772512cef84cd7cc29222ae41a66e3a29fa4cad3a7a980adb109d5a802210088204cc9405a1fc80173290533ca8d3d73ac2e4daea45c3cf95af650492118d8;6b686142f1c236ea7ca4bb6467ef2f2a8faa0f8603e74aaeeb828e2fa9f50068;0
6;244809;480982;e717d1d6e0ae50041e4ec5d10e88b716;04b5497c16425f671d9862dce5f45f9a65e3dd7ac637de0779995367820f0eee03bb4fd27b595953fba64d5add5690bf75af503c5a7c98b03a529deff864d72bbd;1be3c0885ddd005100dd2216cffd4f9138e42b1b7202c22f174bb2432e8d9577;304502203d1478378c7c65cfcd8a60d194f10d8d589009477a9d258de1c059a2a8a881d70221008b7f07e454d7587a57f283d4377c3e20ce950ee851b46358b8b5c8d8ba3887e4;00e1229f3a85373459b0dcb9c3ad7514bdb7f691edcab3bba658de60b45acd00a5;0
7;282490;487134;38c2c777db6ae7a7dd125ee7d1dffbb6;04195948787ca9c60f34fb10e24a1fc85b903803824c8910054eef24b2e07c3362a7a059b0db44ffef887a9cf5a0322b71d7ace6691b64b78ace4cac0ae6bfe56a;399ae2d235ebc5066f1e36db40e3e3814afb619ffb5988536dc1ceb913ddf67c;30450220248f0936e89a59754962f1c69918938c7457ca44b5718a22901efb9c8c7b8022022100e8f02becac2375c6ecdb8a2527bfc2fca060e4b1b1b546d35fda7fba4acb1b20;00ba30f8fc76c04fd8e92f6a5339dc91dbb95d9cc5c85af39b78454e9a0e05da2c;0
8;380093;731362;62b600a6ef3ffbd5fa8abeb5f80b9b85;0470413879fadd0013ea0a946c7f0a420f18e5e5072869bb1f1b20e254b9289634d9a34868b99e6b778cb7ac4d9ef8312f81d47f7fc5d32f6d7f34f1a00503c782;171977f70b4b1237edf27fab9452746a3cfe529e85b2f96870876c0f4c4f957c;304502205a7b63d8b49af63768c17acb73799797d7a1a38130a0065acdc683afa766336d022100befc7b1bdcf901bd46f155743149cfa8b49c4741b0ac74eeae97656eadad4b76;00e7e0042fd86dcea22df49df4e7801f051f6d68de29d7d62a99a1aa778f82f50a;0
9;394229;718799;ea83ef7989cb4797846c7a55858f0944;041c185cbbffe34ebf48be390a92dd11cc22df6c1b1f5670d41e981d8796b198e1c74f2bb3e7e3030102a5ef3aadc2a6fc2bdf37c3a221c9bd6631ba1d99fa657f;3f377f4445fb2712413b4e47652f09a73253ec243cabddecb50fd89e1d3136fe;304402200d5dbf7e9bfeec6e90c88c8bb65da08b62dc02d67736ad00617f06d6f2cba2b202203fde3c8a17073e7553cdccdff77bdca460173191bba61a01af7b861f3bb83167;4f11cdb342f104f78d819438bc8fff0c2cc4c8e4c30a956addb8c447f27b244f;0
