index;signTime[nano];verifyTime[nano];data;pubW;privS;signature[SHA1];nonce;verified
0;628830;1802260;4300db3afa9cd4bf90674dcd348941c1;041ad0b2cbfd2901567f4ecd358c9d58f745cbb111bf4d8f4b0af6250e7e2c426cd5be5da41bf6687165240c63d89d3947df19c71e3f266ae9da3fd845a366fa5f;2498f6fbc717b8cf1f27b4f74d7b187454d755e9ad1a2243e32af334940ce0e2;304402202df1d66498aa7d6ac5d2ce855868ae76acf8eb62a79fc03e57fc42defc3b347302201cc9521385860c8fcdcba553d546d9801a994b03a722c9cfc22463ef8d2d96de;00b121302e9400536c834d8cb04f68e3d3e5d10be134abc1bbcafa8eca522bde03;0
1;610305;1921715;8f2ff8bf36161fdb1f549e78444568e5;0436b5c6a6c3ef06307169835b55e974714568d40515881aaa6e22d887bada5aa86a6d02faa1eef3b91902ed6d492ba9c8b13579d6b8fc6cd01512b3e578cd5bdc;00f60272c2dfa71286cc12e6a9c56b9d4099db9af230e3fe6e382e9a56884d9bdf;304402206d658437c27af92305e410168552e8bbf5b4d7d5847e8e61c40ef7c99067b673022017e8622deed6b2aab586990cd4772bc670b58431e7bd6f0a36c12ed2deeeb229;00ec376cfbfef67e6397eae6db549f8eb04fa4b7927f5ee33e760dadf4294202f6;0
2;617227;1802211;c811c434b71240197f5ebbc8c263f879;04012e8a5ecb0e807204e257854cc94aa0fec5182dd7fa9aa14b91a9edefb85e85cf276c4648a03561d94aa42c8bf57062d550e91ccce87885eb040c85e0901059;0099b9a9304754a9d4a626c23cd2d0ab31e2d242c5baa3ad058f7d394252d3e46e;3045022100848eefd0fa065286212f3b8b68ca0f9baa88e0ed2c4a6aae9ad1ce2b85c2a5ee022078c9ded5930cfca2b6eb71f22efb67061e07542b269859ec9452ccd24d3df9d3;68a9bcc41532ea327b73204f6e56abcb2a27eec0675bfebc1493294e37551bb9;0
3;527820;1762726;8c048b548ef3332a2df2a48217ef4e3f;047f37b4cb1dcfb20d0d0a17eec78a650694cbb2df3b8cbe402c6ba559f70298a963937ea13fbde2c594a351e14fa56f27668779e8c60ce8beef9fef57287e4ce4;3fb49eff0b978a08235eb07042fe81043a1155dcd81e713dafb901c7a6c16a47;304502203043652fe8350b9b939607455839d78a14e3c3385e96b00f3784747beca53864022100a3ea85cf52e77bffe975aad54c3cb4b36bd1885893a923df59ee1e675bc22ee1;3f1c8158dec994d4b0e747ce189369c9a918491af14b881f6b33e4c2f5aa1fa2;0
4;513263;1721339;b3143df711827f1b12a1991514c4349f;04bce85a5aa180bf065337834e813a698fe4ca7964c45222d6d9db02474d26ca1ad20c5812dc22913978676eba81714efcfc4034128e1bdb8e87fe6d1e329abb67;00a4d343761bca81d7ba119e8deb7f0c06c3b0ad68d3c3ecfca61488a230acdc3a;30450220484c797b55a45daaedb6752a568fdee2b4fee028c7eb939e055db653cc37f27d022100b0f0aca7127d5f3ad92f060682cbf93427dd1defbb54d5ede04265e76c2f5b10;00f7820126350658a2047db81c2f6800bc2be9cf0c9d5f84f91fb8b78f2c0a0df9;0
5;556855;1698426;191b3bf42328fde1153ab308ad87a2ec;04aa07fa92eb2511d20679ab5fd1dd0b6931c2bbafba79389bb2a450d1bc4f9500e7ec0eefcdd5b8f1e38849c5fcd594e2f55b6ae867a6e2b45da8039a0eb6b418;31e3d2e996e7e6eb9312908b992c6bf59287347bc30b163c289334f56d312d07;304402206a24347997f36a4dc4a3507acfc1a812618c63d9026653d9d0a384bba4d094370220283c813da1d425e6081b90024027eee47d14cff0cd3f429323b20d2a48f2f0ef;5a92b26e1ba86cb5ae285d6a896f3052a05bf462559308d844aac6ad81d7a0f1;0
6;532018;1666816;a1845c099ea804dcf18e52e9d8d68f60;04a335dbc50c43facc3e4fd0df7f67114e0d8d57764128d2aea1b6ff4ab1ebfc216ee3b45cb8963b9b42091a219ef5716a47374f0dada6d44724f2625171b8f9d8;008fc998f55e3d7eab9527f7dd2e3d5237fa79c24eeaaa4fe8f0a4f31a23c37369;304502206e9ea93754574addd5cd6f0acfd97b66e277f1d0b3154ad3934e3fa5023800d0022100fc7120ce510d1a5d3f98123c76839ad6ca0301d5da8fd430ab0131b9a5484ec1;0092424f3f5cfaa504d0c6b4736c52b1a9818db30da196e2c1bde1e154791a94be;0
7;551534;1688357;61630abebdcfb447bb034cfafa07b320;045f83571e4b8de8cbed7bc8f4cfdfa79996be1c5eff085c02cf9cd5811cf6cc9f20c21fc3d36fe64ed810a318e76c4abc02048c797eb993c9339bec0626bfc514;5b8844fcb31cf65010c1d5745b692fbeab89ce192a4bac81bd5cff9d0dffa2af;3045022074f4065d21ec37ca70103ed043929652ebfc814fb4c01640437308a9818ceb05022100f938ae79c290e6fcb4a91269d0aab152cf3e54888729d587c5f4aeaf54f7296f;00fa320fc09b07187941ae6c209bf4a42f626691df289beb5432e051c72f41744f;0
8;531668;1682606;9a6b34d12443a2d51e66d09d03d07cbf;04f0bb6f37f22b9d68064b94e2ed99bd2175bb57d2071c8946d9aa80de9e08ac44e94d64dad2895648759c876792120edcbf6ed2007dd3eadbf762d54128c75497;5c1c87246d3c8869a52ded696b6ad869279b61326ec1aa193b0815b3da302018;3046022100be99265e802002e52655fb032cc19aebb31dc071c6516b29086c2691d3fbee7f022100ec77438d118f6125180a402962d69b5536cc1b36b3298303f5983304a603c489;21d0bc535226f879df78112217f2bb1ed368aa9ae86f518cab2b6269f8298fe1;0
9;572504;1691673;5312393cad6066328417e9d706972dbf;0439d54807521870a868fe28498391f61e720dfc70c7af30db69e6f6a7344ef9244592b4eb218f21fb9cdfa3a02216861fb8116ca948813df45dd2c2392091bf07;00ea412dac8adc93849942cbd4f26b53b887cb67438618ae7fe44030bd242d72ed;3046022100d0e4a8c574ff318b350f1a7ec96df48649cc8a2f4e5a48bdd981b04c46739905022100f3f1b9857cdeb4dd1ea41075dd37a9654b2a01f24d2b1ef3e49225f7d8a268e2;00ad34c0057ec3894f6f71aa97332779a89cc9f7870499e66bde8e2f3617e542df;0
